transaction_id,user_id,timestamp,date,month,month_name,status,payment_method,product_id,product_name,quantity,unit_price_rwf,item_subtotal_rwf
txn_95a5c1d50592,user_000309,2025-01-07T22:58:57,2025-01-07,1,January,refunded,cash,prod_00092,School Bag Primary,4,18748.6,74994.4
txn_95a5c1d50592,user_000309,2025-01-07T22:58:57,2025-01-07,1,January,refunded,cash,prod_00172,Agaseke Woven Basket,1,1816.89,1816.89
txn_95a5c1d50592,user_000309,2025-01-07T22:58:57,2025-01-07,1,January,refunded,cash,prod_00058,Plastic Jerry Can 20L,4,15977.08,63908.32
txn_c2300a8ebe56,user_000081,2025-03-17T02:18:08,2025-03-17,3,March,shipped,cash,prod_00424,Sandals Handmade,3,9153.59,27460.77
txn_c2300a8ebe56,user_000081,2025-03-17T02:18:08,2025-03-17,3,March,shipped,cash,prod_00336,Roofing Nails 4inch,1,15813.99,15813.99
txn_a8fcd1f9668f,user_000326,2025-03-03T12:05:47,2025-03-03,3,March,completed,mtn_momo,prod_00456,Steel Rod 12mm,3,18580.84,55742.52
txn_a8fcd1f9668f,user_000326,2025-03-03T12:05:47,2025-03-03,3,March,completed,mtn_momo,prod_00175,Coconut Hair Oil Rwanda,3,2761.74,8285.22
txn_b4b80b528428,user_000311,2025-01-12T04:32:51,2025-01-12,1,January,refunded,airtel_money,prod_00374,Mutzig Beer,1,17847.69,17847.69
txn_70a306fdc525,user_000016,2025-02-17T15:45:07,2025-02-17,2,February,refunded,cash,prod_00022,Nivea Roll-On,4,9465.21,37860.84
txn_70a306fdc525,user_000016,2025-02-17T15:45:07,2025-02-17,2,February,refunded,cash,prod_00153,Ikivuguto Yoghurt,3,19800.63,59401.89
txn_70a306fdc525,user_000016,2025-02-17T15:45:07,2025-02-17,2,February,refunded,cash,prod_00025,Earphones Oraimo,3,10846.79,32540.37
txn_d84b0733f7be,user_000413,2025-03-09T17:46:30,2025-03-09,3,March,shipped,bank_transfer,prod_00149,Biro Pen Box,3,4148.42,12445.26
txn_d84b0733f7be,user_000413,2025-03-09T17:46:30,2025-03-09,3,March,shipped,bank_transfer,prod_00090,Umushanana Set,3,3668.64,11005.92
txn_f6eb19a22ca5,user_000193,2025-03-15T17:01:36,2025-03-15,3,March,completed,bank_transfer,prod_00111,Agaseke Woven Basket,3,14064.71,42194.13
txn_9e201f6785dd,user_000024,2025-01-30T13:08:57,2025-01-30,1,January,processing,airtel_money,prod_00194,Sweet Potato Bag,3,10174.46,30523.38
txn_13e89b31b3cd,user_000036,2025-03-04T03:50:15,2025-03-04,3,March,processing,mtn_momo,prod_00214,Gahunda Work Shirt,1,1001.85,1001.85
txn_85064de8730f,user_000341,2025-03-16T11:24:41,2025-03-16,3,March,processing,bank_transfer,prod_00351,Plastic Jerry Can 20L,1,19460.49,19460.49
txn_85064de8730f,user_000341,2025-03-16T11:24:41,2025-03-16,3,March,processing,bank_transfer,prod_00023,Stapler Heavy Duty,3,3851.53,11554.59
txn_ac3e2698c020,user_000178,2025-03-29T02:52:16,2025-03-29,3,March,refunded,bank_transfer,prod_00495,Biro Pen Box,4,7629.02,30516.08
txn_9200925888d5,user_000495,2025-02-24T21:26:24,2025-02-24,2,February,completed,airtel_money,prod_00449,Ikivuguto Yoghurt,4,10496.93,41987.72
txn_6e587c036cab,user_000431,2025-01-14T18:11:25,2025-01-14,1,January,completed,visa_card,prod_00185,Charcoal Stove Jiko,2,17997.11,35994.22
txn_6e587c036cab,user_000431,2025-01-14T18:11:25,2025-01-14,1,January,completed,visa_card,prod_00401,Agaseke Woven Basket,4,8214.42,32857.68
txn_6e587c036cab,user_000431,2025-01-14T18:11:25,2025-01-14,1,January,completed,visa_card,prod_00160,Passion Fruit Tray,4,4747.68,18990.72
txn_5dece6437ee4,user_000295,2025-01-17T07:09:35,2025-01-17,1,January,refunded,bank_transfer,prod_00047,Window Glass Panel,1,7223.65,7223.65
txn_7d850d89478f,user_000426,2025-02-27T20:19:48,2025-02-27,2,February,processing,visa_card,prod_00050,Plastic Jerry Can 20L,3,2927.26,8781.78
txn_48b7b35d3dd2,user_000294,2025-01-26T20:31:41,2025-01-26,1,January,shipped,visa_card,prod_00317,Amavuta Shea Butter,1,9208.6,9208.6
txn_48b7b35d3dd2,user_000294,2025-01-26T20:31:41,2025-01-26,1,January,shipped,visa_card,prod_00451,Decoder StarTimes,1,6092.91,6092.91
txn_8378c7df23b0,user_000094,2025-01-15T16:26:40,2025-01-15,1,January,completed,cash,prod_00122,Dettol Antiseptic,4,13333.13,53332.52
txn_8378c7df23b0,user_000094,2025-01-15T16:26:40,2025-01-15,1,January,completed,cash,prod_00295,Akagera Print T-Shirt,1,5300.42,5300.42
txn_da1f85f20591,user_000221,2025-01-15T23:26:27,2025-01-15,1,January,refunded,mtn_momo,prod_00157,Irish Potato 5kg,1,18415.99,18415.99
txn_da1f85f20591,user_000221,2025-01-15T23:26:27,2025-01-15,1,January,refunded,mtn_momo,prod_00120,Akagera Print T-Shirt,1,9782.1,9782.1
txn_da1f85f20591,user_000221,2025-01-15T23:26:27,2025-01-15,1,January,refunded,mtn_momo,prod_00060,Passion Fruit Tray,1,15498.71,15498.71
txn_b5e1bdbbfdff,user_000158,2025-02-23T09:35:51,2025-02-23,2,February,shipped,airtel_money,prod_00419,Umutsima Porridge,1,3530.03,3530.03
txn_6cc553d26ed6,user_000152,2025-02-05T14:30:17,2025-02-05,2,February,processing,visa_card,prod_00442,Savon Ivoirien Soap,3,7940.52,23821.56
txn_6cc553d26ed6,user_000152,2025-02-05T14:30:17,2025-02-05,2,February,processing,visa_card,prod_00070,Rukundo Tea Leaves,2,11875.21,23750.42
txn_bf89e1efbba8,user_000371,2025-01-03T14:09:37,2025-01-03,1,January,refunded,cash,prod_00228,Radio FM Portable,3,10031.34,30094.02
txn_bf89e1efbba8,user_000371,2025-01-03T14:09:37,2025-01-03,1,January,refunded,cash,prod_00451,Decoder StarTimes,1,6092.91,6092.91
txn_7e0af71efce6,user_000342,2025-01-01T07:08:56,2025-01-01,1,January,processing,mtn_momo,prod_00325,Phone Charger USB-C,3,17309.45,51928.35
txn_a2364d234eef,user_000384,2025-03-27T22:53:59,2025-03-27,3,March,shipped,visa_card,prod_00322,Nivea Roll-On,2,18423.96,36847.92
txn_a2364d234eef,user_000384,2025-03-27T22:53:59,2025-03-27,3,March,shipped,visa_card,prod_00300,Calculator Casio,1,13422.23,13422.23
txn_192a325f5aae,user_000073,2025-01-29T14:28:54,2025-01-29,1,January,processing,cash,prod_00400,Smart TV 32inch,4,12424.35,49697.4
txn_bb04eab259c5,user_000083,2025-01-30T20:39:10,2025-01-30,1,January,processing,visa_card,prod_00278,School Uniform Set,4,9593.46,38373.84
txn_7b9d11aa8b9a,user_000383,2025-02-27T22:57:32,2025-02-27,2,February,completed,airtel_money,prod_00494,Ibirayi Fries,1,11716.97,11716.97
txn_1d32695b46a2,user_000339,2025-01-16T02:23:42,2025-01-16,1,January,shipped,bank_transfer,prod_00335,Mosquito Net Treated,2,17198.02,34396.04
txn_71dac4b9e6d2,user_000219,2025-03-27T04:02:09,2025-03-27,3,March,shipped,cash,prod_00214,Gahunda Work Shirt,3,1001.85,3005.55
txn_6bc0e2dab2bb,user_000124,2025-01-30T08:43:22,2025-01-30,1,January,refunded,mtn_momo,prod_00334,Earphones Oraimo,2,4007.84,8015.68
txn_60657259129f,user_000423,2025-03-11T10:35:54,2025-03-11,3,March,processing,mtn_momo,prod_00438,Umushanana Set,3,18113.49,54340.47
txn_c072c033423d,user_000038,2025-01-14T10:03:15,2025-01-14,1,January,completed,cash,prod_00408,Exercise Book 96pages,2,5138.63,10277.26
txn_511103332fbf,user_000286,2025-01-05T02:43:58,2025-01-05,1,January,processing,bank_transfer,prod_00422,Earphones Oraimo,3,2778.47,8335.41
txn_91f80382f303,user_000185,2025-03-24T11:20:50,2025-03-24,3,March,shipped,airtel_money,prod_00263,Power Bank 10000mAh,3,16423.48,49270.44
txn_209f5ea877ff,user_000057,2025-03-30T10:18:32,2025-03-30,3,March,processing,airtel_money,prod_00336,Roofing Nails 4inch,2,15813.99,31627.98
txn_209f5ea877ff,user_000057,2025-03-30T10:18:32,2025-03-30,3,March,processing,airtel_money,prod_00024,Mutzig Beer,2,2033.62,4067.24
txn_209f5ea877ff,user_000057,2025-03-30T10:18:32,2025-03-30,3,March,processing,airtel_money,prod_00485,Steel Rod 12mm,1,2412.25,2412.25
txn_53a8d23ac34b,user_000179,2025-02-20T21:52:27,2025-02-20,2,February,completed,bank_transfer,prod_00167,PVC Pipe 2inch,2,11484.18,22968.36
txn_53a8d23ac34b,user_000179,2025-02-20T21:52:27,2025-02-20,2,February,completed,bank_transfer,prod_00198,Earphones Oraimo,2,10823.93,21647.86
txn_c0df04777aa8,user_000375,2025-02-28T16:25:41,2025-02-28,2,February,processing,bank_transfer,prod_00325,Phone Charger USB-C,4,17309.45,69237.8
txn_c0df04777aa8,user_000375,2025-02-28T16:25:41,2025-02-28,2,February,processing,bank_transfer,prod_00450,Umushanana Set,3,14675.95,44027.85
txn_c0df04777aa8,user_000375,2025-02-28T16:25:41,2025-02-28,2,February,processing,bank_transfer,prod_00445,School Bag Primary,3,11264.98,33794.94
txn_d81740d23f02,user_000257,2025-02-25T18:07:46,2025-02-25,2,February,shipped,mtn_momo,prod_00272,Ibirayi Fries,1,17610.81,17610.81
txn_d81740d23f02,user_000257,2025-02-25T18:07:46,2025-02-25,2,February,shipped,mtn_momo,prod_00116,Sufuria Cooking Pot 5L,2,8541.65,17083.3
txn_c43aadf48b55,user_000433,2025-02-15T19:35:31,2025-02-15,2,February,refunded,bank_transfer,prod_00302,Mosquito Net Treated,4,10598.76,42395.04
txn_0f09b227a1b0,user_000011,2025-02-08T21:09:37,2025-02-08,2,February,refunded,visa_card,prod_00236,Biro Pen Box,2,6353.8,12707.6
txn_16b27777e3e4,user_000356,2025-02-16T20:31:06,2025-02-16,2,February,refunded,bank_transfer,prod_00004,Exercise Book 96pages,2,13013.24,26026.48
txn_16b27777e3e4,user_000356,2025-02-16T20:31:06,2025-02-16,2,February,refunded,bank_transfer,prod_00333,Nivea Roll-On,4,19191.27,76765.08
txn_62bdc049f01f,user_000107,2025-03-01T02:11:08,2025-03-01,3,March,refunded,mtn_momo,prod_00335,Mosquito Net Treated,2,17198.02,34396.04
txn_62bdc049f01f,user_000107,2025-03-01T02:11:08,2025-03-01,3,March,refunded,mtn_momo,prod_00136,Cement Bag 50kg Cimerwa,1,15887.0,15887.0
txn_f178edddf1e7,user_000423,2025-02-18T13:43:20,2025-02-18,2,February,completed,cash,prod_00333,Nivea Roll-On,3,19191.27,57573.81
txn_f178edddf1e7,user_000423,2025-02-18T13:43:20,2025-02-18,2,February,completed,cash,prod_00386,Savon Ivoirien Soap,3,3821.23,11463.69
txn_ee0a89da0ea0,user_000462,2025-01-02T18:09:40,2025-01-02,1,January,refunded,visa_card,prod_00085,Akabanga Chilli Oil,2,1523.58,3047.16
txn_cfc10e4ed17c,user_000306,2025-02-23T04:38:49,2025-02-23,2,February,completed,mtn_momo,prod_00056,Electric Wire 2.5mm,2,5604.65,11209.3
txn_cfc10e4ed17c,user_000306,2025-02-23T04:38:49,2025-02-23,2,February,completed,mtn_momo,prod_00108,Solar Lantern LifeLight,3,16212.64,48637.92
txn_78b6afa8f634,user_000494,2025-03-28T11:42:47,2025-03-28,3,March,shipped,cash,prod_00269,Exercise Book 96pages,3,19424.59,58273.77
txn_eb618fa0171f,user_000261,2025-02-14T22:08:39,2025-02-14,2,February,shipped,cash,prod_00256,Passion Fruit Tray,3,8612.54,25837.62
txn_eb618fa0171f,user_000261,2025-02-14T22:08:39,2025-02-14,2,February,shipped,cash,prod_00429,Impala Club Soda,4,1489.16,5956.64
txn_5b16c3af626f,user_000296,2025-01-19T00:27:09,2025-01-19,1,January,shipped,cash,prod_00102,Cavendish Banana Bundle,1,7895.89,7895.89
txn_5b16c3af626f,user_000296,2025-01-19T00:27:09,2025-01-19,1,January,shipped,cash,prod_00045,Inzoga ya Primus,2,5191.0,10382.0
txn_0d0137811f64,user_000028,2025-02-28T10:03:33,2025-02-28,2,February,shipped,mtn_momo,prod_00007,Cement Bag 50kg Cimerwa,4,15904.7,63618.8
txn_4c1b13769193,user_000316,2025-03-09T13:03:09,2025-03-09,3,March,refunded,bank_transfer,prod_00339,Phone Charger USB-C,2,8725.42,17450.84
txn_eccf0e5c4b83,user_000345,2025-01-18T04:00:05,2025-01-18,1,January,processing,cash,prod_00018,Imishanana Traditional Dress,2,6576.93,13153.86
txn_8bbb953a9b9a,user_000232,2025-01-26T19:47:25,2025-01-26,1,January,refunded,bank_transfer,prod_00061,Sweet Potato Bag,4,4048.28,16193.12
txn_8bbb953a9b9a,user_000232,2025-01-26T19:47:25,2025-01-26,1,January,refunded,bank_transfer,prod_00403,Impala Club Soda,1,8164.8,8164.8
txn_ce992a9b3237,user_000489,2025-01-21T15:51:29,2025-01-21,1,January,refunded,cash,prod_00308,Sorghum Flour 1kg,1,19400.25,19400.25
txn_ce992a9b3237,user_000489,2025-01-21T15:51:29,2025-01-21,1,January,refunded,cash,prod_00277,Decoder StarTimes,3,14834.05,44502.15
txn_ce992a9b3237,user_000489,2025-01-21T15:51:29,2025-01-21,1,January,refunded,cash,prod_00339,Phone Charger USB-C,3,8725.42,26176.26
txn_facf13aeda14,user_000330,2025-02-14T10:53:17,2025-02-14,2,February,refunded,airtel_money,prod_00424,Sandals Handmade,2,9153.59,18307.18
txn_facf13aeda14,user_000330,2025-02-14T10:53:17,2025-02-14,2,February,refunded,airtel_money,prod_00047,Window Glass Panel,1,7223.65,7223.65
txn_a83db84d353f,user_000368,2025-01-18T01:57:00,2025-01-18,1,January,shipped,mtn_momo,prod_00229,Power Bank 10000mAh,2,1035.28,2070.56
txn_a83db84d353f,user_000368,2025-01-18T01:57:00,2025-01-18,1,January,shipped,mtn_momo,prod_00026,Electric Wire 2.5mm,1,5491.38,5491.38
txn_a83db84d353f,user_000368,2025-01-18T01:57:00,2025-01-18,1,January,shipped,mtn_momo,prod_00172,Agaseke Woven Basket,2,1816.89,3633.78
txn_9e5efa77f575,user_000269,2025-01-26T12:35:22,2025-01-26,1,January,completed,mtn_momo,prod_00440,Exercise Book 96pages,4,11863.18,47452.72
txn_9e5efa77f575,user_000269,2025-01-26T12:35:22,2025-01-26,1,January,completed,mtn_momo,prod_00345,Coconut Hair Oil Rwanda,4,19406.07,77624.28
txn_ed4126772470,user_000168,2025-01-10T01:41:14,2025-01-10,1,January,processing,airtel_money,prod_00324,Door Lock Yale,4,17584.2,70336.8
txn_ed4126772470,user_000168,2025-01-10T01:41:14,2025-01-10,1,January,processing,airtel_money,prod_00389,Umutsima Porridge,4,7262.21,29048.84
txn_2c7fd57d90c3,user_000354,2025-01-06T13:03:35,2025-01-06,1,January,completed,cash,prod_00036,Savon Ivoirien Soap,4,4026.5,16106.0
txn_ef1bc1e3c0f0,user_000333,2025-01-21T18:39:36,2025-01-21,1,January,refunded,bank_transfer,prod_00297,Printer Paper A4 Ream,2,17880.29,35760.58
txn_b2456dd61f86,user_000017,2025-02-12T16:18:18,2025-02-12,2,February,processing,visa_card,prod_00189,Sandals Handmade,3,9535.26,28605.78
txn_898492197d53,user_000078,2025-03-28T16:07:50,2025-03-28,3,March,processing,mtn_momo,prod_00422,Earphones Oraimo,4,2778.47,11113.88
txn_898492197d53,user_000078,2025-03-28T16:07:50,2025-03-28,3,March,processing,mtn_momo,prod_00476,WiFi Router ZTE,4,8811.12,35244.48
txn_898492197d53,user_000078,2025-03-28T16:07:50,2025-03-28,3,March,processing,mtn_momo,prod_00382,Phone Charger USB-C,2,15508.79,31017.58
txn_31daea900461,user_000222,2025-01-10T00:45:35,2025-01-10,1,January,shipped,visa_card,prod_00145,Inkorora Storage Basket,4,2484.16,9936.64
txn_31daea900461,user_000222,2025-01-10T00:45:35,2025-01-10,1,January,shipped,visa_card,prod_00159,Inzoga ya Primus,4,19029.95,76119.8
txn_b80a327e90c7,user_000202,2025-01-12T07:54:42,2025-01-12,1,January,refunded,cash,prod_00494,Ibirayi Fries,4,11716.97,46867.88
txn_b80a327e90c7,user_000202,2025-01-12T07:54:42,2025-01-12,1,January,refunded,cash,prod_00444,Door Lock Yale,4,19512.01,78048.04
txn_8c004eb3e8f8,user_000129,2025-02-08T10:41:29,2025-02-08,2,February,completed,visa_card,prod_00118,Nivea Roll-On,2,18401.95,36803.9
txn_cba5654da778,user_000423,2025-02-22T02:00:27,2025-02-22,2,February,refunded,airtel_money,prod_00221,Agaseke Woven Basket,1,2694.12,2694.12
txn_c4381d007d98,user_000241,2025-02-04T08:17:46,2025-02-04,2,February,completed,cash,prod_00269,Exercise Book 96pages,4,19424.59,77698.36
txn_146ffc372484,user_000311,2025-03-02T22:43:05,2025-03-02,3,March,shipped,airtel_money,prod_00483,MTN MoMo Agent Kit,4,8976.1,35904.4
txn_e58d191c09f8,user_000058,2025-03-02T14:12:34,2025-03-02,3,March,completed,visa_card,prod_00040,Coconut Hair Oil Rwanda,1,5819.43,5819.43
txn_9bca291ed983,user_000266,2025-01-11T04:06:12,2025-01-11,1,January,shipped,airtel_money,prod_00097,Calculator Casio,4,14479.9,57919.6
txn_9bca291ed983,user_000266,2025-01-11T04:06:12,2025-01-11,1,January,shipped,airtel_money,prod_00447,Impala Club Soda,1,3270.71,3270.71
txn_9bca291ed983,user_000266,2025-01-11T04:06:12,2025-01-11,1,January,shipped,airtel_money,prod_00340,Mosquito Net Treated,3,13233.76,39701.28
txn_d0fc853799c7,user_000115,2025-02-11T06:08:36,2025-02-11,2,February,shipped,airtel_money,prod_00194,Sweet Potato Bag,1,10174.46,10174.46
txn_d0fc853799c7,user_000115,2025-02-11T06:08:36,2025-02-11,2,February,shipped,airtel_money,prod_00305,Cement Bag 50kg Cimerwa,2,13047.8,26095.6
txn_d0fc853799c7,user_000115,2025-02-11T06:08:36,2025-02-11,2,February,shipped,airtel_money,prod_00358,Umutsima Porridge,3,7742.27,23226.81
txn_6f2a03be89bb,user_000409,2025-01-31T15:17:13,2025-01-31,1,January,processing,cash,prod_00397,Pineapple Crate Nyungwe,3,16999.7,50999.1
txn_748f9ee2ff7e,user_000380,2025-03-26T03:18:12,2025-03-26,3,March,completed,mtn_momo,prod_00001,Cement Bag 50kg Cimerwa,1,19920.58,19920.58
txn_7d755efe81ec,user_000100,2025-01-04T02:54:48,2025-01-04,1,January,refunded,bank_transfer,prod_00130,Smart TV 32inch,1,3345.73,3345.73
txn_54f446067375,user_000015,2025-01-11T07:57:32,2025-01-11,1,January,refunded,visa_card,prod_00495,Biro Pen Box,4,7629.02,30516.08
txn_68b64c48ce5d,user_000008,2025-03-27T22:20:17,2025-03-27,3,March,processing,visa_card,prod_00128,Sandals Handmade,1,11361.21,11361.21
txn_8329b82266bc,user_000326,2025-02-01T08:49:02,2025-02-01,2,February,refunded,cash,prod_00424,Sandals Handmade,2,9153.59,18307.18
txn_8329b82266bc,user_000326,2025-02-01T08:49:02,2025-02-01,2,February,refunded,cash,prod_00071,Agaseke Woven Basket,1,17707.89,17707.89
txn_7c3376bcc76e,user_000417,2025-03-13T22:22:39,2025-03-13,3,March,refunded,mtn_momo,prod_00027,School Uniform Set,3,6802.56,20407.68
txn_7c3376bcc76e,user_000417,2025-03-13T22:22:39,2025-03-13,3,March,refunded,mtn_momo,prod_00003,Door Lock Yale,4,2437.42,9749.68
txn_22aa0deaf7eb,user_000287,2025-02-08T14:06:47,2025-02-08,2,February,shipped,visa_card,prod_00220,Stapler Heavy Duty,3,6859.47,20578.41
txn_22aa0deaf7eb,user_000287,2025-02-08T14:06:47,2025-02-08,2,February,shipped,visa_card,prod_00012,Nziza Body Lotion,2,6594.21,13188.42
txn_22aa0deaf7eb,user_000287,2025-02-08T14:06:47,2025-02-08,2,February,shipped,visa_card,prod_00017,Amavuta Shea Butter,1,14948.9,14948.9
txn_90a4b93bf502,user_000221,2025-03-26T21:36:54,2025-03-26,3,March,refunded,visa_card,prod_00070,Rukundo Tea Leaves,2,11875.21,23750.42
txn_5ee32489de58,user_000356,2025-03-22T15:16:39,2025-03-22,3,March,refunded,cash,prod_00302,Mosquito Net Treated,1,10598.76,10598.76
txn_5ee32489de58,user_000356,2025-03-22T15:16:39,2025-03-22,3,March,refunded,cash,prod_00242,Nziza Body Lotion,4,8957.37,35829.48
txn_4a712b3b12ce,user_000238,2025-03-12T01:33:02,2025-03-12,3,March,completed,mtn_momo,prod_00123,Pineapple Crate Nyungwe,1,3667.78,3667.78
txn_4a712b3b12ce,user_000238,2025-03-12T01:33:02,2025-03-12,3,March,completed,mtn_momo,prod_00303,Toothpaste Colgate,4,11783.31,47133.24
txn_0f08da5acb5a,user_000095,2025-02-28T17:58:28,2025-02-28,2,February,completed,visa_card,prod_00005,Akabanga Chilli Oil,4,4711.05,18844.2
txn_0f08da5acb5a,user_000095,2025-02-28T17:58:28,2025-02-28,2,February,completed,visa_card,prod_00317,Amavuta Shea Butter,4,9208.6,36834.4
txn_e7d252df9279,user_000372,2025-02-01T02:51:25,2025-02-01,2,February,shipped,visa_card,prod_00042,Akabanga Chilli Oil,2,15931.92,31863.84
txn_92a881ea09fb,user_000195,2025-02-12T01:08:08,2025-02-12,2,February,processing,bank_transfer,prod_00396,Sufuria Cooking Pot 5L,2,4102.56,8205.12
txn_1e3c40887a9d,user_000376,2025-02-02T14:42:58,2025-02-02,2,February,shipped,mtn_momo,prod_00129,School Uniform Set,1,6191.02,6191.02
txn_1e3c40887a9d,user_000376,2025-02-02T14:42:58,2025-02-02,2,February,shipped,mtn_momo,prod_00249,Agaseke Woven Basket,2,13402.46,26804.92
txn_1e3c40887a9d,user_000376,2025-02-02T14:42:58,2025-02-02,2,February,shipped,mtn_momo,prod_00131,Toothpaste Colgate,4,12525.04,50100.16
txn_546ff6c9a782,user_000083,2025-03-22T14:12:11,2025-03-22,3,March,refunded,visa_card,prod_00255,Umutsima Porridge,3,13953.1,41859.3
txn_546ff6c9a782,user_000083,2025-03-22T14:12:11,2025-03-22,3,March,refunded,visa_card,prod_00370,Iron Sheet 3m,3,8330.36,24991.08
txn_ce70a15c3222,user_000057,2025-03-25T09:41:48,2025-03-25,3,March,processing,bank_transfer,prod_00203,Dettol Antiseptic,3,15600.15,46800.45
txn_d5faf617d87d,user_000067,2025-01-06T19:01:00,2025-01-06,1,January,processing,visa_card,prod_00220,Stapler Heavy Duty,3,6859.47,20578.41
txn_d5faf617d87d,user_000067,2025-01-06T19:01:00,2025-01-06,1,January,processing,visa_card,prod_00484,Cavendish Banana Bundle,1,9958.7,9958.7
txn_d5faf617d87d,user_000067,2025-01-06T19:01:00,2025-01-06,1,January,processing,visa_card,prod_00330,Paint Bucket 20L,4,4066.0,16264.0
txn_039e34ae02ab,user_000251,2025-03-01T08:03:47,2025-03-01,3,March,processing,visa_card,prod_00426,Gahunda Work Shirt,4,2758.8,11035.2
txn_039e34ae02ab,user_000251,2025-03-01T08:03:47,2025-03-01,3,March,processing,visa_card,prod_00115,Mutzig Beer,1,3780.56,3780.56
txn_ff10273f850a,user_000277,2025-01-09T03:14:51,2025-01-09,1,January,processing,visa_card,prod_00474,Rwanda Arabica Coffee,3,1393.13,4179.39
txn_ff10273f850a,user_000277,2025-01-09T03:14:51,2025-01-09,1,January,processing,visa_card,prod_00188,Solar Lantern LifeLight,3,2560.33,7680.99
txn_b9281fa40575,user_000087,2025-01-06T04:17:00,2025-01-06,1,January,shipped,visa_card,prod_00245,Nivea Roll-On,3,14692.72,44078.16
txn_b9281fa40575,user_000087,2025-01-06T04:17:00,2025-01-06,1,January,shipped,visa_card,prod_00258,Biro Pen Box,1,19568.96,19568.96
txn_68bce8d7e234,user_000406,2025-01-23T23:45:07,2025-01-23,1,January,refunded,cash,prod_00320,Ikivuguto Yoghurt,1,9059.95,9059.95
txn_6a46914102a2,user_000243,2025-03-20T04:59:59,2025-03-20,3,March,refunded,cash,prod_00363,Sweet Potato Bag,2,6753.53,13507.06
txn_6a46914102a2,user_000243,2025-03-20T04:59:59,2025-03-20,3,March,refunded,cash,prod_00317,Amavuta Shea Butter,4,9208.6,36834.4
txn_bfecba3be13c,user_000195,2025-01-12T03:02:45,2025-01-12,1,January,refunded,visa_card,prod_00420,Akagera Print T-Shirt,3,11516.38,34549.14
txn_3eef6186ab4f,user_000326,2025-03-05T02:02:03,2025-03-05,3,March,completed,visa_card,prod_00278,School Uniform Set,1,9593.46,9593.46
txn_3eef6186ab4f,user_000326,2025-03-05T02:02:03,2025-03-05,3,March,completed,visa_card,prod_00276,Mutzig Beer,3,14899.78,44699.34
txn_3eef6186ab4f,user_000326,2025-03-05T02:02:03,2025-03-05,3,March,completed,visa_card,prod_00124,Dettol Antiseptic,2,15036.4,30072.8
txn_cbd31fc7d512,user_000096,2025-01-17T19:47:57,2025-01-17,1,January,shipped,bank_transfer,prod_00250,Solar Lantern LifeLight,1,10205.91,10205.91
txn_cbd31fc7d512,user_000096,2025-01-17T19:47:57,2025-01-17,1,January,shipped,bank_transfer,prod_00415,Cement Bag 50kg Cimerwa,4,530.83,2123.32
txn_d757dd7c233b,user_000115,2025-03-02T16:13:14,2025-03-02,3,March,processing,airtel_money,prod_00034,Sweet Potato Bag,4,855.5,3422.0
txn_d757dd7c233b,user_000115,2025-03-02T16:13:14,2025-03-02,3,March,processing,airtel_money,prod_00290,Coconut Hair Oil Rwanda,2,3256.79,6513.58
txn_56b9d0c96423,user_000086,2025-03-11T02:30:58,2025-03-11,3,March,shipped,airtel_money,prod_00472,Mosquito Net Treated,3,1593.06,4779.18
txn_56b9d0c96423,user_000086,2025-03-11T02:30:58,2025-03-11,3,March,shipped,airtel_money,prod_00013,Paint Bucket 20L,4,1669.63,6678.52
